tweet_id,text,label
1.23E+18,lmao joe really thought he found dirt on bernie #demdebate,NONE
1.30E+18,@USER all on schedule #maga 2020 🇺🇸👏,FAVOR
1.29E+18,@USER @USER yeah!  don’t kill larry!  he’s special!  #bewareofpianos #trump2020!!!! HTTP,NONE
1.30E+18,@USER we are the light. they are the darkness. #trump2020!,FAVOR
1.30E+18,"a second pandemic-related contract facilitated by senior trump adviser peter navarro has been canceled and is under investigation
the tactics of peter navarro, a white house trade adviser, are under growing scrutiny. crooks and con men #voteblue",AGAINST
1.30E+18,did somebody just wake grandpa up from his nap? #rnc2020,NONE
1.30E+18,"lousiana... social distancing, cool background and love the sunglasses. #biden2020",AGAINST
1.29E+18,"dear americans, 

can someone pls tell joe biden to mind the #us elections instead of meddling with the turkish ones? he practically admitted being behind the failed coup attempt and is still pushing for “regime change”.

yours truly, 

the turks. 

#dnc2020 #maga2020 #dnc #maga",FAVOR
1.29E+18,"stimulus check update august 15th | new stimulus news!
HTTP
#stimulus #stimulusupdate #stimuluschecks
⚠️⚠️⚠️@USER ⚠️⚠️⚠️ @USER 
 #trump #trump2020 #maga #maga2020",FAVOR
1.30E+18,@USER me and my dad at his citizenship ceremony in the ’80s. we are voting for @USER because we believe in the promise of #america. we love this country and all the opportunities she has given us. #trump2020 #americafirst #latinosfortrump HTTP,FAVOR
1.30E+18,"@USER @USER speak for yourself ... oh wait, you’ve become wealthy from the public coffers - you’re too out of touch to speak on this. my salary doubled after president trump took office.  i’m doing great!!  #trump2020",FAVOR
1.30E+18,"@USER @USER @USER @USER @USER @USER he's not even a mole, he's a collaborator in plain sight. he's a #russianasset 
#votebluetosaveamerica 
#bidenharris",AGAINST
1.30E+18,"beijing-based bhr partners is a private equity firm where #hunterbiden was a board member. ""bhr partners"" invests in cgn(chinese-general-nuclear) a #china company that was charged by the f.b.i. with stealing u.s. nuclear secrets. get it?
#trump2020nowmorethanever  #draintheswamp",FAVOR
1.31E+18,i really hope sports books have an over under for when biden starts stuttering  #biden2020 #trump2020 #debate #maga #supportcops #weloveourvets,FAVOR
1.22E+18,"#petebuttigieg absolutely proved that he is the best equipped to be commander-in-chief when it comes to national security! 
#pete2020
#peteforpresident
#demdebate",AGAINST
1.30E+18,"remember #dnc god is all knowing as seeing, hearing, knows your heart and (if you still own it) your soul. i will never ever accept your fodder as truth. neither will true proud to be americans under god! #trump2020landslide",FAVOR
1.30E+18,"@USER @USER well said jay, that was a damn good summary!! #maga 
if people don't love this country, they have the god given right to leave! if you need help packing your shit, there are plenty of great americans that would willingly donate their time to help you!! #onlyinamerica 🇺🇸 #maga",FAVOR
1.30E+18,"@USER look's like trump's america. bden not in charge......yet!
#votebluetosaveamerica 
#bidenharrislandslide2020 
#gopprofilesincowardice",FAVOR
1.30E+18,"@USER @USER obviously a huge misunderstanding about what getting covid-19 means.  they are ignoring the fact that permanent injury or death are possibilities. 
#rnc2020  #gopcorruptionovercountry",NONE
1.29E+18,my feathered palm rejuvenated with the hot weather #nevertrump HTTP,AGAINST
1.30E+18,"@USER @USER @USER @USER ok, random six follower guy who joined twitter a month ago. the rest of the world sees support for trump as nothing less than a catastrophic dumpster fire, but keep preaching the gospel of #maga.",FAVOR
1.29E+18,@USER trump's america protects citizens from the tyranny of criminals? great. #maga,FAVOR
1.31E+18,@USER @USER trump,NONE
1.23E+18,did biden just bring up xi jinping's small d? #demdebate,NONE
1.22E+18,"@USER it continues to be shameful that @USER does not have his national priorities straight. it should be #peopleoverprofits, not the other way around. #humanrights #votebluetosaveamerica",AGAINST
1.23E+18,"joe has already said he will bring minimum wage to $15 per hour. @USER 
#teamjoe #biden2020 #only1choicejoe #dumptrump #wevotejoe #demdebate",AGAINST
1.31E+18,"@USER @USER so you’re a trump lover. just admit it, ffs.",AGAINST
1.31E+18,@USER strong the #stupid is with this one. #kag,FAVOR
1.30E+18,"@USER um...he's been a little busy with covid-19, hurricanes, riots, middle east peace accords, serbia-kosovo peace accords, etc. i'll give him a pass. #trump2020 #trump2020victorynowmorethanever 🇺🇲🇺🇲🇺🇲 HTTP",FAVOR
1.30E+18,"republicans spitting 🔥, ""from cotton to congress"" #rnc2020",NONE
1.31E+18,"@USER @USER i guess you better get a job.

cohen on trump's finances: he's so far behind, he may never get out

HTTP",NONE
1.30E+18,@USER @USER @USER and in still only 1 of 6 states that are not making it safer to vote by unrestricted mail-in vote. #votersuppression #voteblue,AGAINST
1.30E+18,long live carpe!  #qanon HTTP,FAVOR
1.30E+18,@USER @USER couldn’t they at least hire cardboard cutouts to take up some space on the empty floor they were waving at? how pathetic. #trump2020,NONE
1.29E+18,"every day trump proves himself to be the most openly racist illegitimate president in our lifetimes.

#trumpisaracist
#racistgop
#racistinchief

#votebluenomatterwho unless you are a racist.

trump encourages racist conspiracy theory about kamala harris HTTP",AGAINST
1.29E+18,"please tell me he throws a baseball like me. pretty, pretty please.

#trumpisanationaldisgrace #votebluetoendthisnightmare #voteblue #wearadamnmask #wearamask 

HTTP",AGAINST
1.30E+18,"@USER sounds plausible to me because this is a total shitshow! 
#trump2020",FAVOR
1.24E+18,"@USER @USER @USER @USER i can't wait to see more ads!! bloomberg has fantastic p r firm. 
#votebluetosaveamerica",AGAINST
1.30E+18,get it american? this is the beginning of tyranny! #trump #maga #magarollercoaster #votered2020 #blacklivesmatter  #communism #america #americafirst #blm #ccpvirus #socialism #fascism #americafirst # HTTP,FAVOR
1.31E+18,"hey democrats, joe biden is the best you could muster up?  of all the dems in america, he is the best?

#bidenharris #americafirst #4moreyears #bidencalm",FAVOR
1.31E+18,@USER alert!...eric trump's meeting on the golf cart with golf writer james dodson will become one of the most significant moments in u.s. history.,NONE
1.30E+18,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER awesome list brother!

thanks for the add!

#voteblue
#voteearly
#strongertogether 
#votebidenharris2020
#bidenharrislandslide2020 HTTP",AGAINST
1.31E+18,"interview with carmen carbonell, 88-year-old cuban american, a fervent supporter of president trump, at a rally on saturday in miami. #presidentialdebate #trump2020 #bidenharris2020 #florida #hispanicvote HTTP",NONE
1.31E+18,@USER let’s hope trump hasn’t seen it. imagine the special relationship status if he gets re-elected 🤯,NONE
1.29E+18,"@USER @USER @USER in other words, back to normal! we don’t want the marxist plan they are trying so hard to implement. #nonewnormal #maga #kag 🙏🇺🇸👍🏻",FAVOR
1.30E+18,i’ve seen this stare before. this looks like he just gave his daughters a talking to. #rnc2020 HTTP,NONE
1.27E+18,@USER @USER the great divider.  #biden2020 #votebluetosaveamerica,AGAINST
1.30E+18,exciting tribute to @USER! a living saint and dedicated public servant who lived his life in service for freedom and #equalityforall let this legacy live on! #bidenharris2020 #ripjohnlewis #goodtrouble #civilrightsicon #demconvention #joe2020 #fbr #fbrparty #resist,AGAINST
1.30E+18,this is awesome .props to who ever did this at #hobbylobby #maga 🇺🇸 HTTP,FAVOR
1.30E+18,my other account got shit down for some reason.  i am a patriot.  please help me get my numbers back.  i follow all patriots. #patriots #kag #maga #saveourchildren #savethechildren #iloveamerica,FAVOR
1.30E+18,"@USER, @USER, @USER, @USER, @USER, @USER, #chriswallace the only reason this #dnc disaster is all recorded is too protect @USER’s inability to give a speech without (as @USER once said) a f*** up!",NONE
1.24E+18,"@USER anything is better than trump. i voted for bernie, but will vote for biden if he is on the ticket. instead of division, unity needs to begin. i will not be responsible for trump having 4 more years. 

#votebluenomatterwho 
#demdebate HTTP",AGAINST
1.30E+18,i just published cheeto in chief already invalidated election HTTP,AGAINST
1.29E+18,senior loan officer opinion survey on bank lending practices. #makeamericagreatagain #keepamericagreat HTTP,FAVOR
1.30E+18,"we’ve got to keep the pressure on.

🔵blast every revelation that will lose 45* votes

🔵lift #bidenharris2020tosaveamerica

🔵guarantee #democraticdomination with positive messaging

🔵keep our eyes on the #bluewave prize!

#onev1 - vote early - vote blue - support the usps HTTP",AGAINST
1.31E+18,@USER nobody is undecided at this point. they are just looking for a reason to vote for trump and not look like assholes to their friends.,NONE
1.30E+18,"HTTP
still nothing to see in epstein files. epstein didnt kill himself!
#saveourchildren #savethechidren #epstein #epsteinfiles #clinton #clintonfoundation #maga",FAVOR
1.31E+18,trump has no plan. he dismantled the plan that we did have for pandemics  #debates2020,AGAINST
1.28E+18,"@USER you committed treason against our entire country. and this is the bs you throw out there to make yourself palatable? jfc. no thanks, coward it ain't gonna work.
#ditchcollins2020 
#saragideonforsenate 
#votebluetoendthisnightmare #votebluetosaveamerica #dumptrump2020 
#joementum",AGAINST
1.31E+18,proud boys are celebrating. literally. #debates #trumpisaracist,AGAINST
1.29E+18,"@USER #election2020, #voters take a good hard look at #california because the #democrats chose #kamalaharris and their goals are to turn #america into california. littered with #homeless, free #healthcare for #illegalaliens and ripe with #ballotharvesting #voterfraud 

#trump2020",FAVOR
1.30E+18,.@USER: democrats “have passed laws that made it impossible for police officers to do our job. the violence and chaos we’re seeing now isn’t a side effect” #rnc2020,FAVOR
1.22E+18,hitler and trump: what do they have in common? #democraticdebate HTTP,AGAINST
1.30E+18,"michelle obama is so eloquent!!! i looked forward to hearing from her the most this evening. she never disappoints, only inspires!!!
#votebidenharristosaveamerica 
#voteblue",AGAINST
1.23E+18,"@USER wow! women are crushing this debate. we support @USER even more after she stood with @USER. brave, and the right thing to do. #demdebate",NONE
1.29E+18,@USER @USER we’re keeping our eyes on the prize. #biden2020 #flipthesenateblue,AGAINST
1.31E+18,if you claim to be a patriot and support anything about trump you go against everything you believe your country stands for... #presidentialdebate,AGAINST
1.27E+18,"@USER you can cling to that all the way to the election until you have to concede to joe biden because decent, patriotic americans do not want you as their president.

#votebluetosaveamerica",AGAINST
1.31E+18,@USER what’s trump done now?,NONE
1.31E+18,"asking for a friend, how much did tax payers pay for @USER hair tonight!? #debate2020 #debate #presidentialdebate2020 #election2020 #trump2020 #bidenharris2020",AGAINST
1.31E+18,"let's keep up the momentum, pa! HTTP",NONE
1.30E+18,"i’ll tell you one thing (among many other things) but one big thing emerges: the #republicannationalconvention is very forward looking in contrast to the very retrospective feel of the #democraticnationalconvention, and elections are all about the future.  #maga2020",FAVOR
1.30E+18,#demconvention i'm ready for tonight 😊 this lineup is pure 🔥.. i'm hyped up.. let's go @USER @USER @USER @USER @USER #demconvention2020night3 HTTP,NONE
1.30E+18,"@USER @USER man, all that time we thought trump's friend @USER had his nose buried in the bible . . .

. . . he was actually balls deep in the pool boy.

#maga indeed.  
#gopconvention2020",FAVOR
1.29E+18,this world has gone batshit crazy! #trump2020landslide #trump2020 #maga2020 #kaga2020   we the people will have a voice &amp; a choice! 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,FAVOR
1.29E+18,"@USER how to tell what's true/false... if it's a democrat it's a lie...if it's a republican it is probably true if you can weed through the ""we need to investigate...""stuff. if it's trump it's closer to truth than any msm or politician if you wait 5 mins(he is almost always right)#maga",FAVOR
1.22E+18,"for the love of god! at the #demdebate tonight force bernie to defend his votes against gun control and for military action!

#neverbernie HTTP",NONE
1.31E+18,@USER @USER @USER @USER @USER @USER @USER trump’s got this in the bag!!,FAVOR
1.29E+18,"usps priority mail: left cincinnati, oh on 8/6, still has not arrived in chicago, il. because #maga. i can't believe anyone would support slowing down the postal service in the ""greatest country on earth"". it's a country of mass insanity.",NONE
1.30E+18,"one of the most memorable days of my life... 

jan 20, 2017 invited guest to the trump inauguration 🇺🇸 

that’s me circled, in my red leather jones new york jacket! 

just look at the real turnout! 

@USER #maga HTTP",FAVOR
1.30E+18,"even fox news (!) confirms @USER's report re: repugnant mass-of-stds-and-adderall @USER's comments about dead us soldiers.
racists will stand by him, of course.
and the willfully ignorant.
and soul-less rich looking to get richer
but the rest of us? #biden2020 !",AGAINST
1.23E+18,kiss arse chris fatso is there lmao..... #demdebate,NONE
1.30E+18,"HTTP

#maga - are you proud? #trumpisnotwell",AGAINST
1.30E+18,"my voting plan is to vote early in person. 534,000 of mail-in ballots refused is too much of a risk with stakes so high bc “missed delivery deadlines, mistakes...”  trump only won by 80,000 votes in 2016.  
#votebluetosaveamerica 
HTTP",AGAINST
1.22E+18,"@USER lol republicans at the beginning of the week. “ no evedrnce will be allowed.”

three days later. “well the dems aren’t showing us any evidence. “

#votebluetosaveamerica #votebluetoendthisnightmare",AGAINST
1.29E+18,"@USER @USER @USER @USER join the collective this friday august 14, we are removing all our money from for profit banks and transferring to our credit unions or withhold your cash until further notice.
#defundthebanks
#blm
#savethechildren 
#wedonotconsent
#wwg1wga",NONE
1.31E+18,@USER ... and top of the list of those who spied on president trump.,NONE
1.30E+18,"@USER not sure who the ""too confident democrats"" u r referring to are?  most dems i know are very worried and working as hard as possible to bring the country our of darkness. #biden2020",AGAINST
1.29E+18,"@USER @USER @USER @USER @USER @USER buckle up heehaw!!
#trump2020 #trump2020landslide HTTP",FAVOR
1.30E+18,"last year when the #democrats picked @USER they never realized that the horse they hitched their carriage too needed peanut butter on his gums to make it look like he was saying something. town halls with provided questions to the attendees! classic biden! 

#biden2020",AGAINST
1.24E+18,bernie is killin' joe on social security #cnndebate,NONE
1.22E+18,"the 👏🏻 iran 👏🏻 deal 👏🏻 wasn’t 👏🏻 working 👏🏻

#democraticdebate #demdebate",NONE
1.30E+18,"@USER @USER ryan is nobody !! stop giving that little shit the time of day !! if he’s able to influence people not to vote for biden then they are as dumb as he is .. period full stop !
#biden2020",AGAINST
1.30E+18,"#trumpfamilycrimesyndicate 
#trumpcancercharitytheft 
#grifterinchief 
#donthecon 
#trumptaxes 

#votebluetosaveamerica 

trump is secretly paying one son’s wife and another son’s girlfriend $180,000 each – using campaign donor money. HTTP",AGAINST
1.29E+18,vote blue #votebymail2020 #voteblue2020 #freedom #democracy #saveamerica HTTP,AGAINST
1.26E+18,"@USER quite a contrast from trump, who when asked about talking to those who have lost a loved one to covid, pivoted to talking about opening schools. #votebluetosaveamerica",AGAINST
1.23E+18,the lighting on the stage is exceptionally unflattering #democraticdebate,NONE
1.29E+18,@USER cool photo from 2012 rnc! idiots! #trump2020 🇺🇸🙏 HTTP,FAVOR
1.22E+18,"@USER @USER hey @USER senators, how many of you that violated their oaths think that you will get re-elected? #votethemout2020 #votebluetosaveamerica",AGAINST
1.29E+18,@USER i wish you the best on your conference &amp; i hope that you win the #2020election. i was a poll watcher one &amp; the next helped out in another.,NONE
1.23E+18,"#demdebate @USER is doing it again!!!! shut up. you are boring, bland and serve the status quo. we will support progressive opponent's to you until you are replaced.",NONE
1.24E+18,why is this set up like a normal debate? let these old men sit down and just talk like a podcast. cnn once again is doing too much #democraticdebate,NONE
1.31E+18,"@USER trump, over many years, has practiced and perfected the art of lying, and the art of the con. that's how he has ""succeeded"" for so long and artfully bullshits naïve people into liking and following him. it can be truthfully said that donald trump is the consummate confidence man.",AGAINST
1.30E+18,@USER you're still believing #liberal are best...so disappointing!,NONE
1.22E+18,@USER these attacks all before the debate so that the moderators can focus on these instead of real issues.  every question to bernie will be garbage.  #democraticdebate,NONE
1.28E+18,"here is hw to get our country back on track

#impeachbarrnow 
#impeachandremovetrump
#flipthesenateblue 
see where i am going here?

the greatest threat to americans survival are trump and republicans.

#resist 
#votebluetosaveamerica",AGAINST
1.30E+18,"#maga #kag: submitted for your approval...
watch ""#trump's un-#fitness for office per his sister #maryannetrumpbarry and his #dhs appointee #milestaylor"" on youtube HTTP",AGAINST
1.30E+18,"@USER @USER no, electoral college gave us a monster. trump lost by nearly 3 million votes. trying to vote shame ppl will do the exact opposite of what you set out to do. you will turn ppl off of biden with your shit attitude. i’m thoroughly disappointed with our choices, but #nevertrump",AGAINST
1.31E+18,@USER #trump2020 #debate2020 #maga2020 @USER  @USER - why do you always have to resort to name-calling when you get backed into a corner?! #unprofessionalpresidentialdebate,AGAINST
1.30E+18,"@USER this us all your doing, mr. mcgoofy. hatred. division. racism. all you. but we'll take care of that nov. 3. 
#votebidenharris2020 
#voteblue up and down the ticket. then put you and your criminal gop followers in jail.",AGAINST
1.29E+18,"@USER i promise you, this will all be over november 4th .... #politicians like yourself are pushing the #liberal agenda. #houston will not be a #portlandoregon",NONE
1.29E+18,@USER @USER @USER needs to be susan rice.#biden2020 #biden2020landslide #bidenrice #bidencoalition #trumpisacompletefailure,AGAINST
1.30E+18,"@USER well you know if she's unsure "" then your not black"" isn't that the way @USER  put it. #trump2020  once again the party of compassion and tolerance shows to be full of shit so yup i think you do think you have it right",FAVOR
1.29E+18,"(part2) #1 major threats to our black american
#trump2020 #knowledgemakesamanunfittobeaslave #thetruthisnothardtofindwantingtofinditis #stopthedivisiveness #weallbleedthesamecolor #beanamericannotacolor #onenationundergod #ikneelonlybeforegod #fundthepolice #stopthekilling HTTP",FAVOR
1.30E+18,@USER @USER have they invited the cop who killed #georgefloyd or only the three cops who stood by and watched? #rnc2020 #blacklivesmatter,NONE
1.30E+18,@USER @USER @USER  my gofound me keeps getting  shadow band for support and assistance from covid-19 if you can see this can you please try and share thank you god bless america and #trump2020,FAVOR
1.24E+18,"@USER that is but a few months away, i think..

#votebluetosaveamerica",AGAINST
1.30E+18,"@USER this is the covid-19 from china, but good try. #kamalaharris #covid19 #trump2020",NONE
1.31E+18,"@USER i would expect the same out of antifa. 

comms that show organization of corruption.  

the doj has said as much. 

they are prosecuting many of the members of these groups. 

i don't believe trump supports anyone wanting to commit crimes, as he supports law &amp; order.",FAVOR
1.29E+18,"acting prime minister dominic cummings trips damaged uk lockdown unity, study suggests | dominic cummings | the guardian - HTTP",NONE
1.29E+18,@USER never give into the left mob aka dems demands.. stay the course #americafirst not incompetent run cities or states so they can continue with their incompetence ... #trump2020 #bestpresidentever,FAVOR
1.30E+18,"dear president trump,
***  nobody likes you! ***
#imvotingforjoe #vote #voteblue  #votebidenharris2020 #votebluetosaveamerica #bidenharris2020 #bidenharris HTTP",AGAINST
1.31E+18,"@USER @USER just like your boy trump, you should sue your hair stylist",AGAINST
1.31E+18,trump cannot condemn white supremacists. he could not. and wallace missed the perfect opportunity to call that shit out. #presidentialdebate2020  put him on the spot &amp; bailed when t yammered,AGAINST
1.31E+18,@USER all the very best joe biden! may the force be with you 🖖🏻🖖🏽🖖🏽🖖🏾🖖🖖🏼🖖🏿,AGAINST
1.30E+18,"the mere fact that the dems have let the violence continue in areas like portland, cast out the national guard, then have the audacity to blame it on trump, is the most illogical point-of-blame yet. leftists are complete fools.
#trump2020 
#demsaredestroyingamerica",FAVOR
1.29E+18,"@USER ppl like this should be treated as enemy combatants &amp; dealt with accordingly. 
#maga 
#endracisim",FAVOR
1.30E+18,true statement by ivanka : “donald trump has changed washington “ do any biden supporters think that joe biden will change washington?? #rnc2020,FAVOR
1.22E+18,that 30 year debate felt like 30 years. #demdebate,NONE
1.29E+18,@USER this is the best #trump2020 ad i’ve seen.,FAVOR
1.30E+18,not one mask at this #cocaineconvention #rnc2020,AGAINST
1.29E+18,"@USER @USER this is awesome! i feel like i'm right outside the event, not 2 time zones and 1 country away.  lol

#sloan4pm  canada
#trump2020 usa",FAVOR
1.24E+18,"@USER @USER @USER ideas. good ideas. period.
i'll vote for biden, but he doesn't have an original thought in his head. 
sigh.

#votebluetosaveamerica",AGAINST
1.30E+18,"@USER #gopconvention

HTTP

""resolved, that the [gop] has and will continue to enthusiastically support the
president’s america-first agenda;
resovlved, that the 2020 rnc will adjourn without adopting a new platform..."" 
enthusiastic support, even for his typos.",NONE
1.31E+18,literally everything trump has said about mail-in voting is false #presidentialdebate2020,AGAINST
1.30E+18,"@USER #loseeverythingwithtrump is why everyone who loves this country, who’s tired of lies, chaos, deceit, criminality, meanness, division &amp; destruction of our planet must #votebidenharris2020 #votebluetosaveamerica",AGAINST
1.29E+18,@USER @USER ✅ followed as well! fb #trump2020 #protect2a,FAVOR
1.30E+18,xenophobia and militarism abound #rnc2020,NONE
1.29E+18,@USER got ya!  #trump2020,FAVOR
1.29E+18,"trump said biden had ""roped himself"" into picking a woman as his running mate and suggested ""some people"" would say men might be insulted

omg 😳

trump is a misogynist 

#biden2020
#freshtweets  HTTP",AGAINST
1.30E+18,"take that, fathead! (you know who i mean) #voteblue2020 @ united states of america HTTP",AGAINST
1.31E+18,@USER @USER and who wrote the tax laws that allow the tax deductions trump uses to reduce his tax bill.  biden was a member of congress or vice president when most of these laws were passed.  i don't know anyone who is willing to pay more federal tax than they legally owe.,AGAINST
1.25E+18,or institutions that hold him in check -- and setting the us up for a disaster when those institutions are needed more than ever.” from cnn article. #votebluetosaveamerica,AGAINST
1.30E+18,#liveleak four more years #trump2020 HTTP,FAVOR
1.30E+18,"could not say it any better myself!! take heed america!!! #trump2020 #votered2020 war is hell, and i sure don't want to see a full blown war in our own country...in some ways it's already here...but it must not be allowed to get worse!! HTTP",FAVOR
1.29E+18,"@USER you could follow me instead!
i spoke to you in wasilla, alaska, years ago and got your autograph-what a moment!
#bidenharris
#votebluetosaveamerica2020
#dumptrump",AGAINST
1.23E+18,"no surprise, #mikebloomberg all over the map on the middle east... 
#demdebate",NONE
1.26E+18,@USER @USER a demon? you guys are all nuts.  thank god biden is ahead in key stars. #votebluetosaveamerica,AGAINST
1.30E+18,@USER @USER @USER #trump2020 to keep putting #americafirst! 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,FAVOR
1.30E+18,"@USER @USER both mayor jenny &amp; ted wheeler are phenomenal idiots.
#trump2020",FAVOR
1.29E+18,"@USER @USER @USER @USER my bro in law is a gay dude( nice guy!), but still thinks the left holds the key to finding love. told him to follow richard grenall, scott pressler. any others? he put down ""power bottom"" on his scruff account and i said no love for you, just 1 nighters... 

your welcome #maga!",FAVOR
1.31E+18,trump is setting up just in case he loses to contest the election. #election2020 #debates #presidentialdebate2020,NONE
1.30E+18,#trumpkills democrats attacks on freedom! #rnc2020,FAVOR
1.23E+18,"#democrats want the #boston bomber, radical serial rapists, etc to vote from prison...  

good luck, #democratstheenemywithin

#trump
#trump2020
#kag
#kag2020
#maga
#maga2020
#kag2020landslidevictory 
#democratsarecorrupt 
#democraticdebate 
#thefive 
@USER",FAVOR
1.30E+18,“i can relate to so many of you who might be looking for a job” - tiffany trump...yeah right! #rnc2020 #nepotism #rnchaos,AGAINST
1.30E+18,@USER could not agree more joe! #trump2020,FAVOR
1.30E+18,"@USER thanks for the follow!

#trump2020 🇺🇸",FAVOR
1.30E+18,who is investing in #american lives? #trump2020 #biden2020 #americans #usa,NONE
1.29E+18,"if you are destroying america, you should have no vote in the election.🇺🇸
•
•
•
#maga2020 #maga #trump2020landslide #trump #trump2020 #wwg1wgaworldwide #wwg1wwga #republicans #blmthugs #blmisantiamericanmovement #blmdomesticterrorists #blmmarxists #sleepyjoe #hidinbiden",FAVOR
1.30E+18,"@USER @USER #billbarrresignnow!!! or you will go to prison for life!! i hope!!!

#register2vote and #voteblue2020 to end the joker @ doj!!! &amp; resurrect #truth and #facts &amp; #democracy #again in the usa!!!",AGAINST
1.29E+18,@USER unlike the trump administration who make more wrong decisions in a week than states make in 4 yrs. #dumptrump,AGAINST
1.29E+18,"@USER hey fellow tarheel, you approved your protection scheme for me several weeks ago, but you haven't followed me back! thanks #maga",FAVOR
1.29E+18,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER fantastic resisters!
for our kids, grandkids and beyond:

when our generation has passed,
i pray future ones see we amassed
blue waves of resistance
that we rode with persistence, 
to make sure trump's 1st term was his last!

#trumpisanationaldisgrace 
#votebluetosaveamerica",AGAINST
1.30E+18,"mockingbird doing everything it can to make @USER look bad for backing out of a planned assassination by black hats at the paris cemetery. 

#mockingbird #qanon #paris #trumphatesvets #sheepnomore #hitjob",AGAINST
1.29E+18,@USER @USER i fall in that range and love our president #maga,FAVOR
1.30E+18,hopefully biden has the balls to stand up to china. #joebiden @USER @USER,AGAINST
1.25E+18,"@USER @USER @USER if you don’t #votebluetosaveamerica , you can say goodbye to:
👉  medicare 
👉  medicaid 
👉  social security benefits 
👉  rbg’s scotus seat
👉  womens reproductive rights
👉  immigration rights HTTP",AGAINST
1.31E+18,donald trump jr. got away with killing this animal whose species is on the brink of extinction #care2 HTTP,NONE
1.29E+18,@USER @USER so we can go riot and set things on fire and be in some cases shoulder to shoulder to each other but we can’t go to a voting booth to vote where you are more than 6ft apart from someone else. makes absolutely no sense to me. #trump2020,FAVOR
1.30E+18,"police 'literally saving our lives from a crazed mob
HTTP
#rnc2020 #riots2020 #randpaul HTTP",NONE
1.22E+18,"@USER @USER @USER @USER where did he say that? you're strawmanning af.
#votebluetosaveamerica #voteblue #votebluenomatterwho",AGAINST
1.31E+18,@USER @USER sad when a guy like this sticks his head up with no idea about what the american people endured under obama biden era . always remember if obama and biden did a good job nobody would have elected president trump.,AGAINST
1.30E+18,@USER @USER trump signs &amp; flags everywhere.  it’s a beautiful thing #maga 🇺🇸❤️,FAVOR
1.29E+18,"bingo, looks like the “spitter’s” son. ☎️ he was on such a mission, that he didn’t even realize he revealed the #trump2020 sign. HTTP",NONE
1.31E+18,some of you seem shocked that donald trump is a head the ball,NONE
1.30E+18,"@USER pete.....go away!
#trump2020",FAVOR
1.31E+18,it scares me how many people support trump.,AGAINST
1.23E+18,"i’m not even joking when i say biden should go home. he’s clearly lost some of his mental faculties. it’s really sad. at this point his staff putting him out there is cruel. #demdebate #biden 

HTTP",FAVOR
1.23E+18,watching bloomberg wipe his brow nervously with a hundred dollar bill as his bottle of orphan tears warms under the studio lights. #demdebate,NONE
1.31E+18,"#covid19 
""it is what it is, because you are who you are"" #joebiden to #trump trump",NONE
1.30E+18,"do you think the spray tan booth was right next to the coke table? 
#rncconvention2020 #cocainedon #cocaineconvention #rnc2020",AGAINST
1.30E+18,so glad that shit show is over. fact checkers are busy tonight with all those lies. how pathetic! #rnc2020,AGAINST
1.25E+18,why was there no mention in #demdebate #democraticdebate earlier this year of #covid19 #coronavirusupdate ? #presidenttrump had already issued #travelban and was being shamed for doing so. who was on top of things first? #factsmatter #kag2020 #kag2020landslidevictory HTTP,FAVOR
1.28E+18,"#trump doesn't get to 270 without winning #florida, #arizona &amp; #northcarolina

even then, he has 260 without #wisconsin, #pennsylvania or #michigan

where to get the other 10?
#virginia (13), #minnesota (10), #nevada (6) + #newhamsphire (4)

#longshots
#2020election
#election2020",AGAINST
1.29E+18,only 34% approve trump's handling of pandemic: poll #coronavirus #donaldtrump #washington HTTP,NONE
1.31E+18,"@USER cry more, baby. #presidentialdebate #trumplost",AGAINST
1.30E+18,"@USER quite ironic potus to honor ny’s first responders who lost their lives on 9/11. you don’t like servicemen who die in battle, the people you call suckers and losers. what was in it for them to try to save other people’s lives? this is just another photo op. #september11  #voteblue",AGAINST
1.30E+18,"@USER update: the trump team elimination brackets

required reading for #maga #maga2020 #kag #kag2020

HTTP",NONE
1.29E+18,white supremacist viciously punches woman in hateful rant HTTP,FAVOR
1.30E+18,the #democrats know they are going to lose and will try to steal the #2020election. we cannot allow that to happen. #voterfraud #maga2020landslidevictory @USER @USER,FAVOR
1.31E+18,"i went to business school and i dont recall a ""forest managment class"" probably missed that day
#presidentialdebate2020 
#presidentialdebate 
#trump 
#biden
#debates2020 
#trumppleaseshutupsir",AGAINST
1.30E+18,"@USER @USER donald trump's lessons for repulicans:
no consequences for lying.
no consequences for hate.
no consequences for immorality.
no consequences for crimes.
no consequences for collusion. 
no consequences for impeachment.
no consequences for incompetence.
sad. #votebluenomatterwho",AGAINST
1.31E+18,are you better off than you were 4 years ago? how americans see biden and trump's ability to tackle the economy HTTP,NONE
1.30E+18,"@USER  the video joe biden don't want you to see

#maga2020 #trump2020 

HTTP",FAVOR
1.29E+18,"all of my family events will be called protests so we can gather. i’m 100% italian descent, so they sound like protests anyway. 😝we should all say we are protesting in anything we do, to get back to normal. #maga #trump2020 @USER @USER @USER @USER",FAVOR
